"BibliographyType","ISBN","Identifier","Author","Title","Journal","Volume","Number","Month","Pages","Year","Address","Note","URL","Booktitle","Chapter","Edition","Series","Editor","Publisher","ReportType","Howpublished","Institution","Organizations","School","Annote","Custom1","Custom2","Custom3","Custom4","Custom5"
"7","","Gunasekara2009","Gunasekara, Gehan","The ""Final"" Privacy Frontier? Regulating Trans-Border Data Flows","International Journal of Law and Information Technology","17","2","","147--179","2009","Oxford","","https://search.proquest.com/scholarly-journals/final-privacy-frontier-regulating-trans-border/docview/213043272/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:journal{&}genre=article{&}sid=ProQ:ProQ{%}3Acriminaljusticeperiodicals{&}atitle=The+{%}22Final{%}22+Privacy+Frontier{%}3F+Regulating+Trans-Border+Data+Flows{&}title=International+Journal+of+Law+and+Information+Technology{&}issn=09670769{&}date=2009-07-01{&}volume=17{&}issue=2{&}spage=147{&}au=Gunasekara{%}2C+Gehan{&}isbn={&}jtitle=International+Journal+of+Law+and+Information+Technology{&}btitle={&}rft{_}id=info:eric/{&}rft{_}id=info:doi/10.1093{%}2Fijlit{%}2Feam004","","","","","","Oxford Publishing Limited (England)","","","","","","Copyright - International Journal of Law and Information Technology Vol. 17 No. 2 {textcopyright} Oxford University Press 2007; all rights reserved Last updated - 2012-07-09 CODEN - IJEPBF","This article examines the threat to privacy posed by the transfer of personal information from one jurisdiction to another. Despite international trends towards greater protection of personal information significant challenges to personal privacy arise in this context. These include the use of outsourcing by businesses, the encroachment of security laws and the potential 'spill-over' of technologies developed for combating terrorism into the private sector. Also significant are technologies enabling the 'profiling' of individuals and 'data mining' across borders. Against this backdrop the article considers existing jurisdictional responses towards regulating personal information flows across borders. It considers various actual or proposed solutions including 'safe-harbours', contractual mechanisms and extra-territorial applications. The article concludes that many of the existing approaches to regulating trans-border information flows are to some extent deficient and suggests the need for a new 'fourth generation' set of data protection protocols. In formulating the latter, analogies are drawn from other relevant areas of the law in order to furnish creative solutions to the problem.","","Technology: Comprehensive Works","",""
"7","","Meglio2020","Meglio, Max","EMBRACING INSECURITY: HARM REDUCTION THROUGH A NO-FAULT APPROACH TO CONSUMER DATA BREACH LITIGATION","Boston College. Law School. Boston College Law Review","61","3","","1222--1269","2020","Boston College Law School ; Boston College Law School","","https://search.proquest.com/scholarly-journals/embracing-insecurity-harm-reduction-through-no/docview/2396316672/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:j","","","","","","Boston College School of Law","","","","","","Copyright - Copyright Boston College School of Law 2020 Last updated - 2020-11-17","The lack of a clear remedy for data subjects whose private information has been compromised in data breaches prompts expensive and exploratory litigation that encounters difficulties with the unique set of risks posed by the data economy. Examining the market forces and risk environments posed by the data economy yields the conclusion that vulnerability is a guaranteed feature and investments in cybersecurity go largely unrewarded. The importance of data to our economy requires that the benefit of potential solutions to data subjects be weighed against the potential costs of burdening innovation. This Note proposes that the ideal solution should prioritize harm reduction by implementing a no-fault resolution system to provide an efficient remedy for compromised data subjects and a safe harbor-based compliance program to improve cybersecurity without hampering the direction of innovation.","","Bankruptcy,Compliance,Computer security,Consumers,Cost control,Costs,Data integrity,Fraud,Harm reduction,Identity theft,Indictments,Information sharing,Law,Litigation","",""
"7","","Smith2006","Smith, Geoffrey D.","Private Eyes Are Watching You: With the Implementation of the E-911 Mandate, Who Will Watch Every Move You Make?","Federal Communications Law Journal","58","3","jun","398,705--725","2006","Washington","","https://search.proquest.com/scholarly-journals/private-eyes-are-watching-you-with-implementation/docview/213198754/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:journal{&}genre=article{&}sid=ProQ:ProQ{%}3Aabiglobal{&}atitle=Private+Eyes+Are+Watching+You{%}3A+With+the+Implementation+of+the+E-911+Mandate{%}2C+Who+Will+Watch+Every+Move+You+Make{%}3F{&}title=Federal+Communications+Law+Journal{&}issn=01637606{&}date=2006-06-01{&}volume=58{&}issue=3{&}spage=705{&}au=Smith{%}2C+Geoffrey+D{&}isbn={&}jtitle=Federal+Communications+Law+Journal{&}btitle={&}rft{_}id=info:eric/{&}rft{_}id=info:doi/","","","","","","George Washington University, National Law Center","","","","","","Name - Federal Communications Commission--FCC Copyright - Copyright Indiana University. School of Law-Bloomington Jun 2006 Document feature - References Last updated - 2020-11-17 CODEN - FCLJDK SubjectsTermNotLitGenreText - United States--US","The FCC's E-911 mandate, which will ensure that emergency operators automatically receive a caller's location information, should help save lives. However, privacy advocates have expressed concern over the potential for wireless carriers, the government, and third parties to collect and store personal information. Congress has addressed these concerns with legislation, but privacy advocates still worry that consumers are not adequately protected. This Note addresses this concern and argues that in order to ensure consumer protection, additions are needed to section 222 of the Telecommunications Act of 1996. The Note discusses the importance of individual privacy and balances it against the benefits of location technology. The Note then suggests regulatory changes that should both protect consumers and allow this technology to continue to develop. [PUBLICATION ABSTRACT]","","4320:Legislation,8330:Broadcasting {&} telecommunications industry,9190:United States,Communications,Consumer protection,Government mandates,Personal information,Privacy,Telecommunications Act 1996-US,United States--US,Wireless carriers,Wireless communications","",""
"10","","Boban2020","Boban, Marija","GDPR AND DATA PROTECTION IMPACT ASSESSMENT (DPIA)","","","","","215--223","2020","University of Split Faculty of Law, Croatia","","https://search.proquest.com/conference-papers-proceedings/gdpr-data-protection-impact-assessment-dpia/docview/2462679988/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:journal{&}genre=article{&}sid=ProQ:ProQ{%}3Aabiglobal{&}atitle=GDPR+AND+DATA+PROTECTION+IMPACT+ASSESSMENT+{%}28DPIA{%}29{&}title=Economic+and+Social+Development{%}3A+Book+of+Proceedings{&}issn=18496903{&}date=2020-10-22{&}volume={&}issue={&}spage=215{&}au=Boban{%}2C+Marija{&}isbn={&}jtitle=Economic+and+Social+Development{%}3A+Book+of+Proceedings{&}btitle={&}rft{_}id=info:eric/{&}rft{_}id=info:doi/","Economic and Social Development: Book of Proceedings","","","","","Varazdin Development and Entrepreneurship Agency (VADEA)","","","","","","Copyright - Copyright Varazdin Development and Entrepreneurship Agency (VADEA) Oct 22/Oct 23, 2020 Last updated - 2020-12-08","The DPIA is a new requirement under the General Data Protection Regulation (GDPR) as a part of the ""protection by design"" principle. According to the Regulation, DPIA is needed where a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall, prior to the processing, carry out an assessment of the impact of the envisaged processing operations on the protection of personal data. Author in this paper presents DPIA and GDPR compliance by introducing measures to reduce address risks to the rights and freedom of citizen's privacy: protective measures, security measures and mechanisms to ensure the protection of personal data and also presents prior consultation of controller with the supervisory authority as legal requirement of GDPR before processing if the data protection impact assessment referred to Article 35 of GDPR..","","Compliance,Confidentiality,Controllers,Data integrity,Freedoms,General Data Protection Regulation,New technology,Security,Sociology","",""
"7","","Lingjie2007","Lingjie, K. O. N. G.","Online Privacy in China: A Survey on Information Practices of Chinese Websites","Chinese Journal of International Law","6","1","mar","157--183","2007","Oxford","","https://search.proquest.com/scholarly-journals/online-privacy-china-survey-on-information/docview/217734496/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:journal{&}genre=article{&}sid=ProQ:ProQ{%}3Aabiglobal{&}atitle=Online+Privacy+in+China{%}3A+A+Survey+on+Information+Practices+of+Chinese+Websites{&}title=Chinese+Journal+of+International+Law{&}issn=15401650{&}date=2007-03-01{&}volume=6{&}issue=1{&}spage=157{&}au=KONG{%}2C+Lingjie{&}isbn={&}jtitle=Chinese+Journal+of+International+Law{&}btitle={&}rft{_}id=info:eric/{&}rft{_}id=info:doi/10.1093{%}2Fchinesejil{%}2Fjml061","","","","","","Oxford Publishing Limited (England)","","","","","","Copyright - Copyright Oxford University Press(England) Mar 2007 Last updated - 2020-11-18","This paper is a survey on the information practices of Chinese websites. Three groups of Chinese commercial websites were selected and their information practices were analysed and compared with the generally accepted principles of online information practices. Survey results indicated that Chinese websites collected a vast amount of personal data through various forms. The percentage of websites posting privacy disclosures was comparatively small. For those sites with privacy policy or discrete privacy statement, their information practices did not accord with generally accepted principles of information practices. The paper presents recommendations for China to deal with such a legal issue that makes national borders meaningless.","","45411:Electronic Shopping and Mail-Order Houses,Annual reports,Consumers,Electronic commerce,Information industry,Law--International Law","",""
"7","","Vojkovic2020","Vojkovi{'{c}}, Goran; Milenkovi{'{c}}, Melita; Katuli{'{c}}, Tihomir","IoT and Smart Home Data Breach Risks from the Perspective of Data Protection and Information Security Law","Business Systems Research","11","3","","167--185","2020","Zagreb","","https://search.proquest.com/scholarly-journals/iot-smart-home-data-breach-risks-perspective/docview/2467326785/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:jou","","","","","","University of Zagreb, Faculty of Business and Economics","","","","","","Copyright - {textcopyright} 2020. This work is published under http://creativecommons.org/licenses/by-nc-nd/3.0 (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. Last updated - 2020-12-05","IoT and smart devices have become extremely popular in the last few years. With their capabilities to collect data, it is reasonable to have concerns about the protection of users' personal information and privacy in general.Objectives{textless}/b{textgreater}Comparing existing regulations on data protection and information security rules with the new capabilities provided by IoT and smart devices.Methods/approach{textless}/b{textgreater}This paper will analyse information on data collected by IoT and smart devices and the corresponding legal framework to explore whether the legal framework also covers these new devices and their functionalities.Results{textless}/b{textgreater}Various IoT and smart devices pose a high risk to an individual's privacy. The General Data Protection Regulation, although a relatively recent law, may not adequately regulate all instances and uses of this technology. Also, due to inadequate technological protection, abuse of such devices by unauthorized persons is possible and even likely.Conclusions{textless}/b{textgreater}The number of IoT and smart devices is rapidly increasing. The number of IoT and smart home device security incidents is on the rise. The regulatory framework to ensure data controller and processor compliance needs to be improved in order to create a safer environment for new innovative IoT services and products without jeopardizing the rights and freedoms of data subjects. Also, it is important to increase awareness of homeowners about potential security threats when using IoT and smart devices and services.","","Business And Economics--Computer Applications,Data collection,Data integrity,Electronic devices,IoT,Legislation,Microprocessors,Privacy,Security,Smart buildings,data protection,personal data protection,security,smart homes","",""
"7","","Akdemir2020","Akdemir, Naci; Lawless, Christopher James","Exploring the human factor in cyber-enabled and cyber-dependent crime victimisation: a lifestyle routine activities approach","Internet Research","30","6","","1665--1687","2020","Bradford","","https://search.proquest.com/scholarly-journals/exploring-human-factor-cyber-enabled-dependent/docview/2453900785/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:j","","","","","","Emerald Group Publishing Limited","","","","","","Copyright - {textcopyright} Emerald Publishing Limited 2020 Last updated - 2020-10-26 SubjectsTermNotLitGenreText - United Kingdom--UK","PurposeThe purpose of this study was to explore human factors as the possible facilitator of cyber-dependent (hacking and malware infection) and cyber-enabled (phishing) crimes victimisation and to test the applicability of lifestyle routine activities theory (LRAT) to cybercrime victimisation.Design/methodology/approachA mixed methods research paradigm was applied to address the research questions and aims. The data set of Crime Survey of England and Wales (CSEW) 2014/2015 and 42 semi-structured interviews conducted with victims of cybercrime and non-victim control group participants were analysed via binary logistic regression and content analyses methods.FindingsThis research illustrated that Internet users facilitated their victimisation through their online activities. Additionally, using insecure Internet connections and public access computers emerged as risk factors for both cyber-enabled and cyber-dependent crime victimisation. Voluntary and involuntary personal information disclosure through social networking sites and online advertisement websites increased the likelihood of being a target of phishing. Deviant online activities such as free streaming or peer-to-peer sharing emerged to increase the risk of cyber-dependent crime victimisation.Research limitations/implicationsThe binary logistic regression analysis results suggested LRAT as a more suitable theoretical framework for cyber-dependent crime victimisation. Future research may test this result with models including more macro variables.Practical implicationsPolicymakers may consider implementing regulations regarding limiting the type of information required to login to free Wi-Fi connections. Checking trust signs and green padlocks may be effective safeguarding measures to lessen the adverse impacts of impulsive buying.Originality/valueThis study empirically illustrated that, besides individual-level factors, macro-level factors such as electronic devices being utilised to access the Internet and data breaches of large companies also increased the likelihood of becoming the victim of cyber-enabled and cyber-dependent crime.","","Access control,Computers--Internet,Crime,Cyber-dependent crime,Cyber-enabled crime,Cybercrime,Digital media,Electronic devices,Guardians,Human factors,Internet,Internet access,Internet crime,Lifestyle routine activities theory,Lifestyles,Locks,Malware,Phishing,Regression analysis,Risk analysis,United Kingdom--UK,Victimisation,Victimization,Websites","",""
"7","","Black2019","Black, Kyle D.; Alam, Christina B.; Bucher, Steven M.; Giannetti, Ashley J.; Godfrey, Lauren D.; Wear, Justin D.","RECENT DEVELOPMENTS IN CYBERSECURITY AND DATA PRIVACY","Tort Trial {&} Insurance Practice Law Journal","54","2","","403--433","2019","Associate at Buchanan Ingersoll {&} Rooney PC in Pittsburgh, PA ; Staff Counsel at PNC Bank, National Association in Pittsburgh, PA ; Associate at Galloway, Johnson, Tompkins, Burr {&} Smith in Lafayette, LA ; Associate at Lewis Brisbois Brisbois Bisgaard {&} Smith, LLP in Pittsburgh, PA ; Partner at Lewis Brisbois Bisgaard {&} Smith, LLP in Pittsburgh, PA ; Associate at Buchanan Ingersoll {&} Rooney PC in Pittsburgh, PA","","https://search.proquest.com/scholarly-journals/recent-developments-cybersecurity-data-privacy/docview/2312142018/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:journal{&}genre=article{&}sid=ProQ:ProQ{%}3Ahealthcompleteshell{&}atitle=RECENT+DEVELOPMENTS+IN+CYBERSECURITY+AND+DATA+PRIVACY{&}title=Tort+Trial+{%}26+Insurance+Practice+Law+Journal{&}issn=15433234{&}date=2019-04-01{&}volume=54{&}issue=2{&}spage=403{&}au=Black{%}2C+Kyle+D{%}3BAlam{%}2C+Christina+B{%}3BBucher{%}2C+Steven+M{%}3BGiannetti{%}2C+Ashley+J{%}3BGodfrey{%}2C+Lauren+D{%}3BWear{%}2C+Justin+D{&}isbn={&}jtitle=Tort+Trial+{%}26+Insurance+Practice+Law+Journal{&}btitle={&}rft{_}id=info:eric/{&}rft{_}id=info:doi/","","","","","","American Bar Association","","","","","","Name - European Union; Federal Trade Commission--FTC; Federal Communications Commission--FCC Copyright - Copyright American Bar Association Spring 2019 Last updated - 2019-11-06 SubjectsTermNotLitGenreText - United States--US; Arizona; South Dakota; Alabama","[...]the sixth part will discuss notable cases involving fraud-related cybercrimes.  ""123 However"," the court determined that Heart Center could not satisfy the second requirement that the injury be ""fairly traceable"" to the alleged violation of the TCPA because Heart Center conceded for purposes of the lawsuit that the faxes were not transmitted without consent.124 Furthermore"," the court explained that whether or not the faxes contained a proper opt-out notice"," their transmission would have used Heart Center's paper and toner"," and occupied its phone lines regardless.  Because there was ""no 'causal connection between the injury and the conduct complained of,'"" the Heart Center has not established traceability.125 The court explained that although the faxes did not technically have the requisite opt-out notice"," the notice still sufficiently conveyed to recipients the means and opportunity to opt-out of receiving future faxes.126 Thus"," the court concluded that the technical violation in the opt-out notices did not cause actual harm or create a risk of real harm.127 III.  [...]the Italian searches did not have to be held to the constitutional standards that would apply to domestic searches conducted by United States officers.160 Thus"," the court affirmed the district court's decision.  ""274 Travelers denied Aqua Star's claim, asserting that the loss was not directly caused by computer fraud, and that Exclusion G applied.275 Aqua Star sued Travelers for breach of contract and also sought declaratory relief.276 During discovery, Aqua Star acknowledged that an authorized employee entered the fraudulent bank account information into Aqua Star's computer system.277 The district court ultimately granted Travelers' motion for summary judgment.278 The district court held that the entry of the bank account information was an indirect cause of Aqua Star's loss.279 Thus, pursuant to Exclusion G, the loss was not covered under the policy.280 Aqua Star appealed.281 However, the Ninth Circuit affirmed the district court's decision, stating that Exclusion G unambiguously provides that the policy will not apply to loss or damages resulting directly or indirectly from the input of electronic data by a person with the authority to enter the insured's computer system.282 The Ninth Circuit explained that, as Aqua Star's losses were indirectly caused by an authorized employee's entry of data into the computer system, the court's review did not need go any further beyond the policy's plain language.283 The court determined that the loss was not covered by the specific terms of the policy, and thus affirmed the district court's decision.284 The Sixth Circuit Court of Appeals, however, addressing a factually similar dispute did find that social engineering resulting from a spoofed email was covered under a cyber-crime insurance policy.","","Alabama,Arizona,Biometrics,Computer security,Consumer protection,Consumers,Data integrity,General Data Protection Regulation,Law,Law enforcement,Personal information,Privacy,REAL ID Act 2005-US,South Dakota,United States--US","",""
"7","","Naveen2013","Naveen; Kumar, Dharmender","Hiding in the Crowd: Review of Privacy Preserving Techniques in Data Mining","International Journal of Science, Engineering and Computer Technology","3","1","mar","119--121","2013","Hisar","","https://search.proquest.com/scholarly-journals/hiding-crowd-review-privacy-preserving-techniques/docview/1515299563/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mt","","","","","","Indian Association of Health, Research and Welfare","","","","","","Copyright - Copyright Indian Association of Health, Research and Welfare Mar 2013 Document feature - Diagrams; References Last updated - 2015-04-14","The field of privacy has seen rapid advances in recent years because of the increasing ability to store personal data about users, and the increasing sophistication of data mining algorithms to leverage this information. As the development and penetration of data mining is increasing within different fields and disciplines, security and privacy concerns have emerged. The aim of privacy-preserving data mining is to find the right balance between maximizing analysis results that are useful for the common good and keeping the inferences that disclose private information about organizations or individuals at a minimum, which an individual or an organization regards as private. In this paper, the authors will discuss the privacy-preserving data mining problems, and techniques for privacy preserving.","","Algorithms,Competition,Data bases,Data integrity,Data mining,Electronic commerce,Noise,Privacy,Technology: Comprehensive Works","",""
"7","","Brkan2019","Brkan, Maja","The Essence of the Fundamental Rights to Privacy and Data Protection: Finding the Way Through the Maze of the CJEU's Constitutional Reasoning","German Law Journal","20","6","sep","864--883","2019","Toronto","","https://search.proquest.com/scholarly-journals/essence-fundamental-rights-privacy-data/docview/2397893637/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:journal{&}genre=article{&}sid=ProQ:ProQ{%}3Asocscijournals{&}atitle=The+Essence+of+the+Fundamental+Rights+to+Privacy+and+Data+Protection{%}3A+Finding+the+Way+Through+the+Maze+of+the+CJEU{%}26rsquo{%}3Bs+Constitutional+Reasoning{&}title=German+Law+Journal{&}issn={&}date=2019-09-01{&}volume=20{&}issue=6{&}spage=864{&}au=Brkan{%}2C+Maja{&}isbn={&}jtitle=German+Law+Journal{&}btitle={&}rft{_}id=info:eric/{&}rft{_}id=info:doi/10.1017{%}2Fglj.2019.66","","","","","","Cambridge University Press","","","","","","Copyright - {textcopyright} 2019 This article is published under (https://creativecommons.org/licenses/by/3.0/) (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. Last updated - 2020-05-04 SubjectsTermNotLitGenreText - Germany","In the constitutional shaping of the concept of essence of fundamental rights, the case law of the Court of Justice of the EU (“CJEU” or “the Court”) in the field of privacy and data protection plays a crucial role. The Court's interpretation of this notion had a considerable impact not only jon perception of the essence in other fields of law, but also on the constitutional doctrine more generally. This Article focuses on specificities of the notion of essence of fundamental rights to privacy and the protection of personal data from Articles 7 and 8 of the Charter of Fundamental Rights of the EU. After a general analysis, situating this notion into the framework of multi-level protection of fundamental rights in Europe, the Article addresses further interpretative challenges relating to the essence in the Court's case law. At the core of the analysis are the Schrems and Digital Rights Ireland cases, where the CJEU developed, for the first time, the modalities of the breach of essence of fundamental rights to privacy and data protection and laid down constitutional foundations for interpretation of this notion. Further jurisprudence, including the Tele2 Sverige and Opinion 1/15 cases, is analyzed as an example of fine-tuning of the CJEU's approach towards the normative understanding of this concept. Against this backdrop, the Article elaborates on the importance of insights in the fields of privacy and data protection for the general constitutional understanding of the concept of essence and proposes a generalized method for determination of infringement of essence in fundamental rights jurisprudence.","","Articles,Case law,Charter of Fundamental Rights of the EU,Charters,Constitution,Constitutional law,Constitutions,Courts,Data,Data protection,Essence of fundamental rights,First time,Germany,Human rights,Infringement,Jurisprudence,Law,Privacy,Right of privacy,Schrems case,data protection,privacy","",""
"7","","Mohamed2019","Mohamed, Abdelhamid; Kisekka, Victoria; Samonas, Spyridon","Mitigating e-services avoidance: the role of government cybersecurity preparedness","Information and Computer Security","27","1","","26--46","2019","College of Business Administration, Department of Information Systems, California State University, Long Beach, USA ; Department of Information Security and Digital Forensics, School of Business, University at Albany, Albany, USA ; College of Business Adm","","https://search.proquest.com/scholarly-journals/mitigating-e-services-avoidance-role-government/docview/2186122732/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:","","","","","","Emerald Group Publishing Limited","","","","","","Copyright - {textcopyright} Emerald Publishing Limited 2019 Last updated - 2020-11-17 SubjectsTermNotLitGenreText - United States--US","PurposeThe purpose of this study is to understand why individuals choose to avoid using e-services due to security concerns and perceived risk when these factors are affected by the perceived degree of government cybersecurity preparedness against cyberattacks.Design/methodology/approachThe authors adopt the information systems success model to predict the role of government security preparedness efforts in influencing the determinants of e-services avoidance. The conceptual model includes four variables: security concerns, perceived risk of cyberattacks, perceived government cybersecurity preparedness and e-services avoidance. Data from 774 participants were used to analyze our conceptual model.FindingsFirst, the findings show that security concerns regarding personal information safety and perceived risk of cyberattacks are barriers to e-services use, with the former having a stronger effect. Second, the findings showed that perceived government cybersecurity preparedness significantly reduces security concerns and perceived risk of cyberattacks. Third, the post hoc group analysis between individuals with a bachelor's degree or higher versus those without a bachelor's degree showed that the effect of both security concerns and perceived risk of cyberattacks on e-services avoidance was greater for individuals without a bachelor's degree. The same relationship between perceived risk of cyberattacks and e-services avoidance was not supported for individuals with a bachelor's degree or higher.Originality/valueExtant privacy research fails to adequately examine the role of institutional factors, such as government efforts, and how these mitigate or amplify cybersecurity concerns and risks related to e-services. This research takes the first step toward addressing this limitation by examining the influence of government cybersecurity preparedness efforts on the determinants of e-services avoidance.","","Avoidance,Business And Economics--Management,Computer security,Consumers,Determinants,E-services,Government cybersecurity preparedness,IS success model,Information sharing,Information systems,Internet crime,Organizational aspects,Perceptions,Privacy,Risk perception,United States--US,User avoidance","",""
"7","","YaniskyRavid2014","Yanisky-Ravid, Shlomit","TO READ OR NOT TO READ: PRIVACY WITHIN SOCIAL NETWORKS, THE ENTITLEMENT OF EMPLOYEES TO A VIRTUAL ""PRIVATE ZONE"," AND THE BALLOON THEORY","American University Law Review","64","1","","53--104","2014","Washington","","https://search.proquest.com/scholarly-journals/read-not-privacy-within-social-networks/docview/1629660844/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx:journal{&}","","","","","","American University Law Review","","","","","","Copyright - Copyright American University Law Review 2014 Document feature - References Last updated - 2020-11-17 SubjectsTermNotLitGenreText - United States--US","Social networking has increasingly become the most common venue of self-expression in the digital era. Although social networks started as a social vehicle, they have recently become a major source for employers to track personal data of applicants, employees, or former employees. This Article addresses whether this casual business routine harms employees' rights to privacy with regard to data that users post on social networks, what the drawbacks of this routine may be, and why and how privacy rights should be protected to secure private zones within the virtual sphere. In this Article, the author calls for a re-thinking of the current US regime based on tort law and contract law because the current regime costs applicants and employees a near-total loss of privacy in their virtual postings. This article not only argues for a more balanced approach to employees' privacy but also suggests a new desirable model for policymakers to adopt. He proposes this challenge be addressed by the adoption of new legal tools.","","4300:Law,5250:Telecommunications systems {&} Internet communi,9130:Experiment/theoretical treatment,9190:United States,Employees,Employers,Employment,Law,Right of privacy,Social networks,Studies,United States--US","",""
"7","","Brill2017","Brill, Hillary; Jones, Scott","LITTLE THINGS AND BIG CHALLENGES: INFORMATION PRIVACY AND THE INTERNET OF THINGS","American University Law Review","66","5","","1183--1230","2017","Glushko-Samuelson Intellectual Property Practitioner-in-Residence, American University Washington College of Law ; Senior Associate, Latham {&} Watkins LLP ; Glushko-Samuelson Intellectual Property Practitioner-in-Residence, American University Washington C","","https://search.proquest.com/scholarly-journals/little-things-big-challenges-information-privacy/docview/1956453949/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{_}VU2?url{_}ver=Z39.88-2004{&}rft{_}val{_}fmt=info:ofi/fmt:kev:mtx","","","","","","American University Law Review","","","","","","Copyright - Copyright American University Law Review 2017 Last updated - 2020-11-17","The Internet of Things (IoT), the wireless connection of devices to ourselves, each other, and the Internet, has transformed our lives and our society in unimaginable ways. Today, billions of electronic devices and sensors collect, store, and analyze personal information from how fast we drive, to how fast our hearts beat, to how much and what we watch on TV. Even children provide billions of bits of personal information to the cloud through ""smart"" toys that capture images, recognize voices, and more. The unprecedented and unbridled new information flow generated from the little things of the IoT is creating big challenges for privacy regulators. Traditional regulators are armed with conventional tools not fully capable of handling the privacy challenges of the IoT. A critical review of recent Federal Trade Commission (FTC) enforcement decisions sheds light on a recommended path for the future regulation of the IoT. This Article first examines the pervasiveness of the IoT and the data it collects in order to clarify the challenges facing regulators. It also highlights traditional privacy laws, principles, and regulations and explains why those rules do not fit the novel challenges and issues resulting from the IoT. Then it presents an in-depth analysis of four key FTC enforcement decisions to highlight how the FTC has and can regulate the IoT without undermining the innovation and benefits that this technology-and the data it provides- brings to our society. Specifically, the Article describes how the FTC, faced with the privacy challenge that accompanies the interconnected world of the IoT, has managed to apply traditional standards of ""unfairness"" and ""deceptive practices"" to protect private information. The FTC has been flexible and nimble with its interpretations of such standards and, in its most recent IoT case, FTC v. VIZIO, established a new ""tool"" in its toolkit for regulating IoT devices: an ""unfair tracking"" standard. As the de facto data protection authority in the United States, the FTC can use this new tool to work toward standardizing its treatment of IoT privacy issues instead of trying to fit those concerns neatly under the deception authority of section 5 of the FTC Act. However, this new tool also means that the FTC has the opportunity-and responsibility-to provide guidance on how it will wield that authority. To assure that innovation is not stifled and that this new rule is fairly applied (whether by the FTC or other agencies that may follow suit), it is imperative that the FTC diligently address concerns about the scope of this new rule and communicate that guidance to businesses, other regulators, and consumers alike. The new FTC administration should, as the primary regulator of information privacy and the IoT, continue the strong practice established by the previous administration, which is to provide guidance to businesses, consumers, and other regulators navigating the big challenges caused by the little things in the IoT.","","Automation,Computer privacy,Consumer protection,Consumers,Enforcement,Internet access,Internet of Things,Law,Personal information,Wireless access points","",""
