BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","10.1145/1610252.1610283","Lim, Sun Sun; Cho, Hichang; Sanchez, Milagros Rivera","Online Privacy, Government Surveillance and National ID Cards","Commun. ACM",52,12,"dec","116--120",2009,"New York, NY, USA","","https://doi.org/10.1145/1610252.1610283","","","","","","Association for Computing Machinery","","","","","","","IntroductionThis study explores whether internet users' concerns for personal information privacy, principally manifested as online privacy, are related to their attitudes to government surveillance and national ID cards (often perceived as a surveillance tool). This is a relationship which needs to be explored in-depth because of three concurrent trends -- first, the push towards e-government, where citizen-government transactions are increasingly conducted online; second, the growing use of smart cards, RFID tags and other portable information collection and transmission devices by governments and businesses; and third, calls for greater government surveillance, both online and offline, to counter terrorism in the post 9/11 environment.While prior research has dealt with individual concerns about online privacy and individual concerns about government surveillance, studies exploring the relationship between the two are limited. This study seeks to fill that gap by surveying Internet users across five cities which vary in their experience of government surveillance and the use of national ID cards -- Bangalore, New York, Seoul, Singapore and Sydney.Personal information privacy is the individual's ability to personally control information about him/herself. Such information could include anything from one's birth registration details, to the identities and coordinates of one's next-of-kin, income and expenditure patterns and even health records. In countries where day-to-day transactions with commercial and government entities are increasingly being conducted online, involving the electronic collection of personal information, online privacy is the principal manifestation of personal information privacy.As e-commerce and e-government services become more pervasive, Internet users' concerns about online privacy are likely to grow. Individual online privacy concerns have been classified into improper acquisition, improper use and privacy invasion.12 Concerns about improper acquisition relate to unauthorized access to personal information, improper collection of one's private information and improper monitoring of consumers' online activities. Concerns about improper use cover unauthorised analysis of consumers' online shopping behavior and the subsequent business-to-business transfer of such analyses. Concerns about privacy invasion refer to the transmission of information to Internet users without their prior consent, such as spam, as well as the improper storage of personal information. To maintain their online privacy, Internet users can engage in self-protective behaviour such as opting out, using privacy enhancing technologies, reading privacy policies, or checking trust marks.Studies have been conducted to test concern about online privacy as a function of demographic variables. Sheehan10 found that gender was a significant factor in that female consumers were generally more concerned about their personal privacy than male consumers. In general, older consumers2 were also more concerned about online privacy. The relationship between consumers' experience with the Internet and online privacy concerns has also been explored. Bellman et al.2 reported that consumers' online privacy concerns diminished with Internet experience. As more consumers use the Internet and the average level of experience rises, online privacy concerns should gradually diminish. In general, studies have demonstrated that demographic variables and Internet-related experiences significantly affect Internet users' concern about online privacy.","","","",""
6,"9781605583532","10.1145/1621890.1621913","Oyomno, Were; J{\"{a}}ppinen, Pekka; Kerttula, Esa","Privacy Implications of Context-Aware Services","",,,"","",2009,"New York, NY, USA","","https://doi.org/10.1145/1621890.1621913","Proceedings of the Fourth International ICST Conference on COMmunication System SoftWAre and MiddlewaRE","","","COMSWARE '09","","Association for Computing Machinery","","","","","","","Personal information handling in current and anticipated context use cases is worrisome. This notwithstanding, contextual services are rapidly proliferating into most niches of society, catalysed by technological advancements in sensing, ubiquity and mobile computing. Evolving social trends, catastrophic events and the economics of personal information further escalate the frenzy. Consequently, contextual applications have propagated into personal, community, government and corporate services. Unfortunately, these services are seldom developed with onset personal information leak concerns. As a result, personal information pieces often leak in their handling, eroding the users' privacy. Privacy erosion is attributed to information leaks through covert acquisitions and re-purposing of legitimate data. Privacy loss from such erosion exposes individuals to significant harm often intractable or costly. This study identifies and sensitises information handling vulnerabilities on their privacy implications in context-aware services. We assert the need for stakeholders in contextual services to deliberate privacy implications of context throughout its life cycle as opposed to, detached focus at collection, transmission or usage points. Notably, privacy threats will intensify as computing further invades the sacred precincts of our private, public and domestic lives.","","anonymity, personal information, privacy,context-aware","",""
6,"9781450303170","10.1145/1865987.1866008","Fleck, Sven; Stra$\backslash$sser, Wolfgang","Towards Secure and Privacy Sensitive Surveillance","",,,"","126--132",2010,"New York, NY, USA","","https://doi.org/10.1145/1865987.1866008","Proceedings of the Fourth ACM/IEEE International Conference on Distributed Smart Cameras","","","ICDSC '10","","Association for Computing Machinery","","","","","","","This paper analyzes the requirements of an ideal vision system. Two major challenges are identified -- security and privacy. Security ensures a reliable and dependable operation where the whole chain is robust against modifications and erasures. This comprises the aspect of authenticity to qualify for legal actions on one hand and to prevent (e.g., man in the middle) attacks from modifying content to burden innocent persons. Privacy is strongly penetrated by today's surveillance systems. It has to be ensured that both the derived video analysis results and the adequately filtered imaging stream (if still required) are only accessible to adequate user groups to address the privacy dilemma. A vision based sensor should be applicable in the same application fields as other non-camera based application specific sensors, e.g., photoelectric sensors used in mens' restroom facilities (urinals/pissoirs) -- with the same confidence and trust. Related work is surveyed and a first concept is introduced to address these demands. It is based on a smart camera approach and various certification and authentification mechanisms to allow application specific sensors to use the power of the visual modality without the traditional drawbacks. Different use cases are discussed from the point of view of the persons surveilled, persons intending to modify and persons utilizing the results. Finally, the "survmotion" system is presented where some aspects of the concept are implemented to illustrate the potential applicability in various fields.","","","",""
6,"9781450303439","10.1145/1867651.1867686","Rutherfoord, Rebecca H.; Rutherfoord, James K.","Privacy and Ethical Concerns in Internet Security","",,,"","131--134",2010,"New York, NY, USA","","https://doi.org/10.1145/1867651.1867686","Proceedings of the 2010 ACM Conference on Information Technology Education","","","SIGITE '10","","Association for Computing Machinery","","","","","","","This paper will deal with issues of privacy and ethical concerns in internet security. Security is defined as protecting a company or network from attack. Yet, the soft side of this attack deals with protecting the privacy of those clients, vendors and employees from invaders. Privacy of individual's data must be considered both internally and externally. Laws protecting corporations and individuals need to be understood to keep a company from being liable for infringements of unprotected data. Companies and internet providers who are not up-to-date on the laws will find themselves facing litigation in various forms.The ethical side of security is a much more nebulous area for the internet to deal with. We need to understand where ethics fits into the processes for security protection. This chapter will briefly discuss these ethical and privacy issues that we must address and processes that need to be in place.","","ethics,internet,privacy,security","",""
6,"9781450300032","10.1145/1878335.1878340","Rakers, Jason","Managing Professional and Personal Sensitive Information","",,,"","9--14",2010,"New York, NY, USA","","https://doi.org/10.1145/1878335.1878340","Proceedings of the 38th Annual ACM SIGUCCS Fall Conference: Navigation and Discovery","","","SIGUCCS '10","","Association for Computing Machinery","","","","","","","All organizations have to manage sensitive information related to their business operations. Unfortunately, universities have the added challenge of not only managing administrative and academic sensitive information, but often times the personal sensitive information of students and employees. This study reflects on the current best practices in managing sensitive information and discusses how Youngstown State University implements controls for sensitive information.According to the United States Federal Trade Commission, not only is managing sensitive information a good practice, but most industries are mandated by local and state regulations, as well as federal statutes such as the Gramm-Leach-Bliley Act (GLBA), Family Educational Rights and Privacy Act (FERPA), and the Federal Trade Commission Act. Universities like many commercial organizations which handle credit card transactions must comply with the Payment Card Industry's Data Security Standard. With the unique requirements of each regulation, it is often difficult to address each adequately.This study provides a framework for approaching the management of professional and personal sensitive information given the unique requirements faced by higher education","","data loss prevention, data management, data privacy, data security, information management, information privacy, information security, records retention, risk management, sensitive information handling,records management","",""
7,"","10.1145/1897816.1897848","Wright, David; De Hert, Paul; Gutwirth, Serge","Are the OECD Guidelines at 30 Showing Their Age?","Commun. ACM",54,2,"feb","119--127",2011,"New York, NY, USA","","https://doi.org/10.1145/1897816.1897848","","","","","","Association for Computing Machinery","","","","","","","Three decades have passed since the Organisation for Economic Co-operation and Development (OECD) promulgated Guidelines on the Transborder Flows of Personal Data, and still the issue of transborder flows of personal data continues to plague policymakers, industry, and individuals who have no idea what happens to their data once that data is transmitted beyond their national jurisdictions. This article briefly reviews what happened in the 1970s, the factors that led to production of the guidelines, and some of the key points in them. We highlight the success of the guidelines, but also the shortcomings, and what is happening now to bridge the gap and ask whether an international binding convention or standard is needed. We conclude with a few modest suggestions for ensuring a new convention or standard has teeth.In the 1970s, the decade before the OECD Guidelines were promulgated, some countries had already begun to enact privacy laws applicable to the public and private sectors. The world's first data protection law was passed in the German Land of Hessen in 1970. In 1977, a Federal Data Protection Act (Bundesdatenschutzgesetz or BDSG) followed. Sweden's Data Act of 1973 was the first comprehensive national act on privacy in the world. France's Data Protection Act, enacted in 1978 and amended in 2004, covers personal information held by government agencies and private entities.In the U.S., antecedents of the 1974 Privacy Act were the American Fair Credit Reporting Act of 1970 and a 1973 report of the Department of Health Education and Welfare (HEW) on fair information practices (FIP).In the seven-year stint between 1973 and 1980, one-third of the OECD's 30 Member countries enacted legislation intended to protect in dividuals against abuse of data related to them and to give individuals the right of access to data with a view to checking their accuracy and appropriateness. Some countries were enacting statutes that dealt exclusively with computers and computer-supported activities. Other countries preferred a more general approach irrespective of the particular data processing technology involved. The OECD became concerned that these disparities in legislation might "create obstacles to the free flow of information between countries."The OECD Council recognized that Member countries have a common interest in protecting privacy "and in reconciling fundamental but competing values such as privacy and the free flow of information." This persisting tension between data protection and the free flow of information is already obvious in the OECD Guidelines of 1980, which were intended to facilitate a harmonization of national legislation, without precluding the establishment of an international Convention at a later date.As it turned out, the Council of Europe (CoE), another international organization mainly concerned with the fostering of human rights and democracy in Europe, was working simultaneously in that direction---that of an international convention. As European countries began to adopt data protection laws, pressure grew for more uniformity of these laws. From a human rights perspective, the CoE began preparing an international convention on data protection that nevertheless also included provisions dealing with data processing abroad. Efforts were made to avoid unnecessary differences between the texts produced by the two organizations; thus, the set of basic principles of protection proposed by the OECD and the CoE are similar in many respects.On Sept. 17, 1980, the Committee of Ministers of the CoE adopted the Convention for the Protection of Individuals with regard to Automatic Processing of Personal Data, the first legally binding international instrument in data protection. The convention sought to establish basic principles of data protection, to reduce restrictions on transborder data flows on the basis of reciprocity, and to bring about cooperation between national data protection authorities (DPAs). Parties to the convention are required to apply the principles in their domestic legislation.Six days later, on Sept. 23, 1980, the OECD Council adopted its guidelines on transborder data flows. Although efforts were made to minimize the differences, some do occur nevertheless. The OECD Guidelines are not legally binding, whereas the CoE convention is binding on those countries that ratify it. The CoE convention only applies to personal data that are "automatically" processed, whereas the guidelines are valid for the processing of data in general, irrespective of the particular technology employed. The OECD Guidelines, unlike the CoE convention, do not mention the need to establish national data protection authorities, a crucial requirement in European data protection rules. But, all in all, the principles formulated are similar.The OECD Guidelines and the CoE convention both recognize the need to harmonize data protection standards. Like the CoE convention, the OECD Guidelines aimed to prevent interruptions in the international flow of data, but are not to be construed as a set of general privacy protection principles per se. The guidelines explicitly say that invasions of privacy by candid photography, physical maltreatment, or defamation are outside their scope.","","","",""
6,"9781450304481","10.1145/1921168.1921191","Mun, Min; Hao, Shuai; Mishra, Nilesh; Shilton, Katie; Burke, Jeff; Estrin, Deborah; Hansen, Mark; Govindan, Ramesh","Personal Data Vaults: A Locus of Control for Personal Data Streams","",,,"","",2010,"New York, NY, USA","","https://doi.org/10.1145/1921168.1921191","Proceedings of the 6th International COnference","","","Co-NEXT '10","","Association for Computing Machinery","","","","","","","The increasing ubiquity of the mobile phone is creating many opportunities for personal context sensing, and will result in massive databases of individuals' sensitive information incorporating locations, movements, images, text annotations, and even health data. In existing system architectures, users upload their raw (unprocessed or filtered) data streams directly to content-service providers and have little control over their data once they "opt-in".We present Personal Data Vaults (PDVs), a privacy architecture in which individuals retain ownership of their data. Data are routinely filtered before being shared with content-service providers, and users or data custodian services can participate in making controlled data-sharing decisions. Introducing a PDV gives users flexible and granular access control over data. To reduce the burden on users and improve usability, we explore three mechanisms for managing data policies: Granular ACL, Trace-audit and Rule Recommender. We have implemented a proof-of-concept PDV and evaluated it using real data traces collected from two personal participatory sensing applications.","","personal participatory sensing,privacy policy","",""
7,"","10.1145/2237796.2237800","Neumann, Peter G.","Risks to the Public","SIGSOFT Softw. Eng. Notes",37,4,"jul","20--29",2012,"New York, NY, USA","","https://doi.org/10.1145/2237796.2237800","","","","","","Association for Computing Machinery","","","","","","","","","","",""
6,"9781450314039","10.1145/2307729.2307752","van den Braak, Susan W.; Choenni, Sunil; Meijer, Ronald; Zuiderwijk, Anneke","Trusted Third Parties for Secure and Privacy-Preserving Data Integration and Sharing in the Public Sector","",,,"","135--144",2012,"New York, NY, USA","","https://doi.org/10.1145/2307729.2307752","Proceedings of the 13th Annual International Conference on Digital Government Research","","","dg.o '12","","Association for Computing Machinery","","","","","","","For public organizations data integration and sharing are important in delivering better services. However, when sensitive data are integrated and shared, privacy protection and information security become key issues. This means that information systems must be secured and that access to sensitive data must be controlled. In this paper, a framework is presented to support data sharing between public organizations for collaboration purposes. The framework focuses on solutions towards optimal data sharing and integration while ensuring the security and privacy of individuals. Data sharing is based on the need-to-know principle, that is, data are only made available when they are required to perform core processes. To facilitate this, an approach is introduced in the form of a trusted third party that manages access control to personal information and thus helps to protect the privacy of individuals. It is argued that the proposed framework is suitable for data integration and sharing on various levels. An example of best practices of data sharing in the Netherlands shows how this framework facilitates data sharing to perform knowledge transfer and other higher-level tasks.","","data integration,data sharing,public sector,trusted third parties","",""
7,"","10.1145/2379776.2379779","Avancha, Sasikanth; Baxi, Amit; Kotz, David","Privacy in Mobile Technology for Personal Healthcare","ACM Comput. Surv.",45,1,"dec","",2012,"New York, NY, USA","","https://doi.org/10.1145/2379776.2379779","","","","","","Association for Computing Machinery","","","","","","","Information technology can improve the quality, efficiency, and cost of healthcare. In this survey, we examine the privacy requirements of mobile computing technologies that have the potential to transform healthcare. Such mHealth technology enables physicians to remotely monitor patients' health and enables individuals to manage their own health more easily. Despite these advantages, privacy is essential for any personal monitoring technology. Through an extensive survey of the literature, we develop a conceptual privacy framework for mHealth, itemize the privacy properties needed in mHealth systems, and discuss the technologies that could support privacy-sensitive mHealth systems. We end with a list of open research questions.","","HIPAA,Privacy framework,e-health,electronic health record,home healthcare,mHealth,medicine,mobile healthcare,personal health record","",""
6,"9781450315388","10.1145/2390317.2390318","LeFebvre, Rebecca","The Human Element in Cyber Security: A Study on Student Motivation to Act","",,,"","1--8",2012,"New York, NY, USA","","https://doi.org/10.1145/2390317.2390318","Proceedings of the 2012 Information Security Curriculum Development Conference","","","InfoSecCD '12","","Association for Computing Machinery","","","","","","","The internet was originally designed as an open system for trustworthy users, yet with its rapid growth rate, it has become vulnerable to cyber crime. Much research exists on promoting cyber security awareness among employees of businesses, but less exists on cyber security awareness in the general population. This paper focuses on the general student population at Kennesaw State University (KSU), examining how they are motivated to protect themselves from the threat of cyber crime. The study's framework draws on Roger's Protection Motivation Theory, making use of the five motivational factors: risk severity, vulnerability, self-efficacy, response efficacy, and response cost. Research methods used include observation of on-campus classes, interviews with instructors, and surveys of a random sampling of students. The results showed that feelings of vulnerability were significant indicators of motivation to take precautions when using social networks. The response cost, measured in time and money required to respond to social networking threats as well as computer virus threats, was a significant negative indicator of motivation for action.","","computer virus, motivation, social networking,cyber security","",""
6,"9781450317948","10.1145/2413296.2413305","Morton, Anthony; Sasse, M. Angela","Privacy is a Process, Not a PET: A Theory for Effective Privacy Practice","",,,"","87--104",2012,"New York, NY, USA","","https://doi.org/10.1145/2413296.2413305","Proceedings of the 2012 New Security Paradigms Workshop","","","NSPW '12","","Association for Computing Machinery","","","","","","","Privacy research has not helped practitioners -- who struggle to reconcile users' demands for information privacy with information security, legislation, information management and use -- to improve privacy practice. Beginning with the principle that information security is necessary but not sufficient for privacy, we present an innovative layered framework - the Privacy Security Trust (PST) Framework - which integrates, in one model, the different activities practitioners must undertake for effective privacy practice. The PST Framework considers information security, information management and data protection legislation as privacy hygiene factors, representing the minimum processes for effective privacy practice. The framework also includes privacy influencers - developed from previous research in information security culture, information ethics and information culture - and privacy by design principles. The framework helps to deliver good privacy practice by providing: 1) a clear hierarchy of the activities needed for effective privacy practice; 2) delineation of information security and privacy; and 3) justification for placing data protection at the heart of those activities involved in maintaining information privacy. We present a proof-of-concept application of the PST Framework to an example technology -- electricity smart meters.","","framework, privacy, trust,security","",""
