BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Dudin2018","Dudin, Mihail Nikolaevich; Zasko, Vadim Nikolaevich; Frolova, Evgeniya Evgenevna; Pavlova, Natalya Georgievna; Rusakova, Ekaterina Petrovna","Mitigation of Cyber Risks in the Field of Electronic Payments: Organizational and Legal Measures","Journal of Advanced Research in Law and Economics",9,1(31),"","78--88",2018,"Russian Presidential Academy of National Economy and Public Administration (RANEPA), Moscow, Russian Federation dudinmn@mail.ru ; Russian Presidential Academy of National Economy and Public Administration (RANEPA), Moscow, Russian Federation v{\_}zasko@list.ru ; The Institute of State and Law of the Russian Academy of Sciences (RAS), Moscow, Russian Federation efrolova06@mail.ru ; Peoples' Friendship University of Russia (RUDN University), Moscow, Russian Federation natalya.g.pavlova@mail.ru ; Peoples' Friendship University of Russia (RUDN University), Moscow, Russian Federation katerusakova@rambler. ru ; Russian Presidential Academy of National Economy and Public Administration (RANEPA), Moscow, Russian Federation dudinmn@mail.ru","","https://search.proquest.com/scholarly-journals/mitigation-cyber-risks-field-electronic-payments/docview/2135083533/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Aabiglobal{\&}atitle=Mitigation+of+Cyber+Risks+in+the+Field+of+Electronic+Payments{\%}3A+Organizational+and+Legal+Measures{\&}title=Journal+of+Advanced+Research+in+Law+and+Economics{\&}issn=2068696X{\&}date=2018-04-01{\&}volume=9{\&}issue=1{\%}2831{\%}29{\&}spage=78{\&}au=Dudin{\%}2C+Mihail+Nikolaevich{\%}3BZasko{\%}2C+Vadim+Nikolaevich{\%}3BFrolova{\%}2C+Evgeniya+Evgenevna{\%}3BPavlova{\%}2C+Natalya+Georgievna{\%}3BRusakova{\%}2C+Ekaterina+Petrovna{\&}isbn={\&}jtitle=Journal+of+Advanced+Research+in+Law+and+Economics{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/10.14505{\%}2Fjarle.v9.1{\%}2831{\%}29.11","","","","","","ASERS Ltd","","","","","","Name - World Economic Forum Copyright - Copyright ASERS Ltd Spring 2018 Last updated - 2020-11-17 SubjectsTermNotLitGenreText - Russia; India; United Kingdom--UK","The issues of ensuring the electronic payments' security are currently in the limelight of participants in the monetary system and the scientific expert community. The goal of this paper is to develop organizational and legal measures aimed at improving the security of electronic payments in the Russian Federation. Research methods include the analysis of retrospective data describing the development of the payment system and electronic payments using bank cards, as well as the method of statistical observations and analysis of secondary data from surveys of Russian and foreign companies covering the information security. Through solving the research problems, the author managed to draw a number of conclusions: * Dynamic development of the electronic payment system causes the growth of cybercrime and cyber risks in payment systems; * Despite quite active actions of state bodies and the Bank of Russia, the legal framework and infrastructure for electronic payments are still in the development stage; * Cyber attacks cause significant damage not only to financial institutions, but also to companies from a nonfinancial sector, as well as to ordinary citizens using electronic payment systems. In the opinion of the author, the key organizational and legal measures aimed at mitigating cyber risks in electronic payments may be measures to form the centralized payment infrastructure of the Bank of Russia, introduce the corporate cyber threat management systems, improve policies and procedures for the protection of personal data at the corporate level, as well as train the employees in the field of information security of electronic settlements.","","45411:Electronic Shopping and Mail-Order Houses,Economic summit conferences,Electronic commerce,India,Infrastructure,International conferences,Internet,Law,Mobile commerce,Network security,Payment systems,Privacy,Research methodology,Russia,Smartphones,Transfer of funds,Trends,United Kingdom--UK","",""
10,"","Dumitrescu2012","Dumitrescu, Laura-Andreea","DIMENSIONS AND SIGNIFICANCE OF THE EU - U.S. DIALOGUE ON THE FIGHT AGAINST TERRORISM AND TERRORIST FINANCING","",1,,"","277--281",2012,"Bucharest","","https://search.proquest.com/conference-papers-proceedings/dimensions-significance-eu-u-s-dialogue-on-fight/docview/1326754918/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Amilitary{\&}atitle=DIMENSIONS+AND+SIGNIFICANCE+OF+THE+EU+-+U.S.+DIALOGUE+ON+THE+FIGHT+AGAINST+TERRORISM+AND+TERRORIST+FINANCING{\&}title=International+Scientific+Conference+{\%}22Strategies+XXI{\%}22{\&}issn={\&}date=2012-01-01{\&}volume=1{\&}issue={\&}spage=277{\&}au=Dumitrescu{\%}2C+Laura-Andreea{\&}isbn={\&}jtitle=International+Scientific+Conference+{\%}22Strategies+XXI{\%}22{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/","International Scientific Conference "Strategies XXI"","","","","",""Carol I" National Defence University","","","","","","Copyright - Copyright "Carol I" National Defence University 2012 Document feature - References Last updated - 2016-02-02","The issue of the fight to preventing and combating terrorism continues to be one current issue, although in recent years have not occurred in the European Union, major terrorist attacks. Terrorism continues to be regarded as one of the most important threats to international security that involves concentrating all international efforts. In this connection, are part of EU and U.S. relations, which have occupied a special place in the fight against terrorism and have resulted in several joint declaration adopted in 2009 and 2010. We recall some moments in the evolution of EU-US dialogue, including: joint statement on the closure of the detention center in Guantanamo Bay and future cooperation in combating terrorism, the joint statement on strengthening transatlantic cooperation on justice, freedom and security, the Declaration Toledo on aviation security and the joint declaration on combating terrorism from 2010. Also agreed a number of significant agreements in this field, such as the Agreement between the European Union and the United States of America on the processing and transfer of financial messaging from the EU to the United States of America Program for the purpose of the Terrorist Finance Tracking Program, concluded in 2010. The purpose of this agreement is the obtaining and use of financial payment messaging and related data with a view to the prevention, investigation, detection, or prosecution and the objective is to ensure, with full respect for the privacy, protection of personal data, and other conditions set out in the Agreement. [PUBLICATION ABSTRACT]","","Agreements,Human rights,Military,Terrorism,Threats,United States--US","",""
7,"","DZEMYDIENE2010","DZEMYDIENE, Dale; NAUJIKIENE, Ramute; Marius KALINAUSKAS, Eugenijus J. A. S. I. U. N. A. S.","EVALUATION OF SECURITY DISTURBANCE RISKS IN ELECTRONIC FINANCIAL PAYMENT SYSTEMS","Intelektine Ekonomika",,2,"","",2010,"Vilnius","","https://search.proquest.com/scholarly-journals/evaluation-security-disturbance-risks-electronic/docview/1426796949/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Aabiglobal{\&}atitle=EVALUATION+OF+SECURITY+DISTURBANCE+RISKS+IN+ELECTRONIC+FINANCIAL+PAYMENT+SYSTEMS{\&}title=Intelektine+Ekonomika{\&}issn=18228011{\&}date=2010-07-01{\&}volume={\&}issue=2{\&}spage={\&}au=DZEMYDIENE{\%}2C+Dale{\%}3BNAUJIKIENE{\%}2C+Ramute{\%}3BMarius+KALINAUSKAS{\%}2CEugenijus+JASIUNAS{\&}isbn={\&}jtitle=Intelektine+Ekonomika{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/","","","","","","Mykolas Romeris University","","","","","","Copyright - Copyright Mykolas Romeris University 2010 Last updated - 2020-11-18","The development of information and communication technologies (ICT) and the expansion of information systems encourage increased usage of electronic payment methods. Electronic banking systems provide fast, safe enough and relatively low-cost service operations. Reimbursement for goods and services using e-instruments is increasing. The paper analyzes new ICT which ensure the development of new security means in e-payment operations and the risk rising in possible security disturbances. Safety support systems--authenticity, authorization, confidentiality, control, auditing, integrity, and minimal benefits for e-payment--must be designed and applied according to the safety requirements and standards that must be always updated and improved. The European Union (EU) focuses on the protection of the data of natural and legal persons in order to keep e-services safe and sound. EU legal acts which determine the financial payment involving data and information security standards and criteria are important for all EU Member States. E-banking systems ensure a prompt and adequate performance of safe financial transactions. Statistical data are analyzed in order to evaluate the situation, i.e. to find out how virtual currency transfers and payments for goods and services using e-instruments are increasing on a large scale. Technological development of e-payment increases the possibilities of quick and qualitative transfers, but cyber-security requirements and their implementation technologies are essential issues to be considered. Despite all security measures, threats to the security of e-payments are real and very serious. Systems 'cracking' tools and techniques are no less technologically advanced than their countermeasures. Most developed countries around the world pay much attention to the security of 'sensitive' information. One of the categories of this kind of information is financial data. The article discusses risk factors in assessing safety measures for financial payment. The authors analyze some ways in which software and hardware measures can be used for retrieving personal data by falsifying e-payment instruments, misleading the users of financial systems and directing them to websites with dangerous content. JEL Clasification: O7T; G10, G14, O10 Keywords: information communication technology, electronic financial payment (e-FP) system, e-safety, risk evaluation, e-security requirements, cybercrimes.","","Business And Economics,Electronic banking,Payment systems","",""
7,"","Elhai2017","Elhai, Jon D.; Levine, Jason C.; Hall, Brian J.","Anxiety about electronic data hacking","Internet Research",27,3,"","631--649",2017,"Department of Psychology, University of Toledo, Toledo, Ohio, USA; Department of Psychiatry, University of Toledo, Toledo, Ohio, USA ; Department of Psychology, University of Toledo, Toledo, Ohio, USA ; Department of Psychology, Global and Community Menta","","https://search.proquest.com/scholarly-journals/anxiety-about-electronic-data-hacking/docview/1904154754/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}ge","","","","","","Emerald Group Publishing Limited","","","","","","Copyright - {\textcopyright} Emerald Publishing Limited 2017 Last updated - 2020-11-17 SubjectsTermNotLitGenreText - United States--US","PurposeDespite concerns about digital privacy, little is known about emotional distress about data hacking and surveillance incidents. The purpose of this paper is to examine variables predicting anxiety about data hacking, and the role that such anxiety and other potentially important variables have in explaining the use of digital privacy protection behavior.Design/methodology/approachIn total, 305 participants from an online labor market were sampled who frequently use the internet, surveyed about recent anxiety (using the Generalized Anxiety Disorder-7 scale (GAD-7)), anxiety about data hacking (GAD-7, in reference to data hacking), and issues of digital privacy: news exposure, perceived importance, self-efficacy, protection behavior, and previous hacking victimization.FindingsProfession (information technology-related) moderated the symptom structure for recent anxiety, but not data hacking anxiety. Using structural equation modeling, prior hacking victimization predicted anxiety about hacking. Digital privacy protection behavior was related to hacking anxiety and privacy self-efficacy. Data hacking anxiety mediated relations between hacking victimization and privacy protection. Privacy self-efficacy mediated relations between news exposure to hacking incidents and privacy protection.Research limitations/implicationsLimitations include the self-report nature of the instruments, and use of a selective, non-random sample.Practical implicationsResults highlight knowledge, self-efficacy, and threat appraisal among IT managers in motivating better digital security practices.Originality/valueThis is the first study using a standardized instrument of anxiety to examine distress about hacking and predictors of digital privacy protection behavior.","","14.13:COMPUTERS,33:Internet and Intranet Applications (CI),Anxiety,Computer privacy,Computer security,Computers--Internet,Consumer protection,Consumers,Data integrity,Digital technology,Information management,Mobile commerce,Personal information,Privacy,Smartphones,Social networks,Social research,United States--US,User behavior,Virtual private networks","",""
7,"","ElKateb2015","El Kateb, Donia; Zannone, Nicola; Moawad, Assaad; Caire, Patrice; Nain, Gr{\'{e}}gory; Mouelhi, Tejeddine; Le Traon, Yves","Conviviality-driven access control policy","Requirements Engineering",20,4,"nov","363--382",2015,"London","","https://search.proquest.com/scholarly-journals/conviviality-driven-access-control-policy/docview/1711186467/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journa","","","","","","Springer Nature B.V.","","","","","","Copyright - Springer-Verlag London 2015 Document feature - References Last updated - 2015-11-16","Nowadays many organizations experience security incidents due to unauthorized access to information. To reduce the risk of such incidents, security policies are often employed to regulate access to information. Such policies, however, are often too restrictive, and users do not have the rights necessary to perform assigned duties. As a consequence, access control mechanisms are perceived by users as a barrier and thus bypassed, making the system insecure. In this paper, we draw a bridge between the social concept of conviviality and access control. Conviviality has been introduced as a social science concept for ambient intelligence and multi-agent systems to highlight soft qualitative requirements like user-friendliness of systems. To bridge the gap between conviviality and security, we propose a methodological framework for updating and adapting access control policies based on conviviality recommendations. Our methodology integrates and extends existing techniques to assist system designers in the derivation of access control policies from socio-technical requirements of the system, while taking into account the conviviality of the system. We illustrate our framework using the Ambient Assisted Living use case from the HotCity of Luxembourg.","","Access control,Computers--Software,Conviviality,Information,Internet access,Negotiable and non-negotiable authorizations,Requirement model,Security","",""
6,"9781450311632","Elsmore2012","Elsmore, Chris; Madhavapeddy, Anil; Leslie, Ian; Chaudhry, Amir","Confidential Carbon Commuting: Exploring a Privacy-Sensitive Architecture for Incentivising 'greener' Commuting","",,,"","",2012,"New York, NY, USA","","https://doi.org/10.1145/2181196.2181201","Proceedings of the First Workshop on Measurement, Privacy, and Mobility","","","MPM '12","","Association for Computing Machinery","","","","","","","We discuss the problem of building a user-acceptable infrastructure for a large organisation that wishes to measure its employees' travel-to-work carbon footprint, based on the gathering of high resolution geolocation data on employees in a privacy-sensitive manner. This motivated the construction of a distributed system of personal containers in which individuals record fine-grained location information into a private data-store which they own, and from which they can trade portions of data to the organisation in return for specific benefits. This framework can be extended to gather a wide variety of personal data and facilitates the transformation of private information into a public good, with minimal and assessable loss of individual privacy.This is currently a work in progress. We report on the hardware, software and social aspects of piloting this scheme on the University of Cambridge's experimental cloud service, as well as contrasting it to a traditional centralised model.","","carbon footprint, mobile, personal containers,privacy","",""
7,"","Elson2006","Elson, Raymond J.; LeClerc, Rey","Customer Information: Protecting the Organization's Most Critical Asset from Misappropriation and Identity Theft","Journal of Information Privacy {\&} Security",2,1,"","3--15",2006,"Abingdon","","https://search.proquest.com/scholarly-journals/customer-information-protecting-organizations/docview/203773484/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:jou","","","","","","Taylor {\&} Francis Ltd.","","","","","","Copyright - Copyright Ivy League Publishing 2006 Document feature - References Last updated - 2020-11-17 SubjectsTermNotLitGenreText - United States--US","Identity theft is on the rise, evidenced by the increased complaints of such incidences reported to the Federal Trade Commission in 2004. One estimate is that 10 million customers are victims of identity theft each year. In fact, it is difficult to avoid news on public disclosure of security breaches to corporate databases that companies made in 2005. A typical example was the backup computer tape containing personal data for 3.9 million customers that was lost by the world's largest financial services company in transit by courier to a credit reporting bureau. Consumers are clearly alarmed and some are switching banks or changing their online behavior in order to protect their identity. As a result, there is increased pressure on organizations to improve data security and therefore provide customers with some assurance that their personal information will not be misappropriated. This paper discusses identity theft and the risk to consumers as well as current efforts by federal and state governments to protect the privacy of their constituents. It offers steps that could be taken by organizations to protect their most critical asset - customer information - against identity theft. [PUBLICATION ABSTRACT]","","4320:Legislation,5140:Security management,5260:Records management,9190:United States,Computers--Computer Security,Customer information files,Data integrity,Databases,Employees,Federal legislation,Identity theft,Privacy,United States--US","",""
7,"","Fataliyev2020","Fataliyev, Tahmasib; Mehdiyev, Shakir","Industry 4.0: The Oil and Gas Sector Security and Personal Data Protection","International Journal of Engineering and Manufacturing",10,2,"apr","1",2020,"Hong Kong","","https://search.proquest.com/scholarly-journals/industry-4-0-oil-gas-sector-security-personal/docview/2419884969/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Aabiglobal{\&}atitle=Industry+4.0{\%}3A+The+Oil+and+Gas+Sector+Security+and+Personal+Data+Protection{\&}title=International+Journal+of+Engineering+and+Manufacturing{\&}issn=23053631{\&}date=2020-04-01{\&}volume=10{\&}issue=2{\&}spage=1{\&}au=Fataliyev{\%}2C+Tahmasib{\%}3BMehdiyev{\%}2C+Shakir{\&}isbn={\&}jtitle=International+Journal+of+Engineering+and+Manufacturing{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/10.5815{\%}2Fijem.2020.02.01","","","","","","Modern Education and Computer Science Press","","","","","","Copyright - {\textcopyright} 2020. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the associated terms available at http://www.mecs-press.org/ijcnis/terms.html Last updated - 2020-07-21","Industry 4.0 is directly connected to the Internet of things, cyber-physical systems, artificial intelligence, robotics and other advanced technologies. It is these technologies that made fully automated digital production, controlled by intelligent systems in real-time with constant interaction via the Internet, a reality. They turned the production system into a “smart network factory”, where all activities are digitally controlled, and the use of financial and material resources becomes more efficient. Along with this, in Industry 4.0, a significant increase in data volumes brought to the forefront data protection issues, including in such a sensitive area as personal data. Illegitimate methods of using personal data to obtain additional preferences have become the goal of some communities of people. Video surveillance data are an integral part of personal data, therefore protection of personal data processed in video surveillance systems has been given increased attention. The video surveillance system includes video cameras, information and communication channels for data transmission, processing devices, analytics and personal data storage. The proposed model is a subsystem of smart video surveillance in the oil and gas sector, that consisting of such subsystems as a smart field, smart grid, smart maintenance, smart transportation, smart security, etc. Conceptual tasks are considered and recommendations for their solution are given.","","Engineering,High technology,Industry 4.0, Internet of things, cyber-physical systems, oil and gas sector security, personal data,Internet of Things,Security management,Surveillance,protection of personal information.","",""
7,"","FERREIRA2018","FERREIRA, M{\'{a}}rcio Ricardo; KAWAKAMI, Cynthia","Ransomware - Kidnapping personal data for ransom and the information as hostage","ADCAIJ : Advances in Distributed Computing and Artificial Intelligence Journal",7,3,"","5",2018,"Salamanca","","https://search.proquest.com/scholarly-journals/ransomware-kidnapping-personal-data-ransom/docview/2161919072/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Ahightechjournals{\&}atitle=Ransomware+-+Kidnapping+personal+data+for+ransom+and+the+information+as+hostage{\&}title=ADCAIJ+{\%}3A+Advances+in+Distributed+Computing+and+Artificial+Intelligence+Journal{\&}issn={\&}date=2018-01-01{\&}volume=7{\&}issue=3{\&}spage=5{\&}au=FERREIRA{\%}2C+M{\'{a}}rcio+Ricardo{\%}3BKAWAKAMI{\%}2C+Cynthia{\&}isbn={\&}jtitle=ADCAIJ+{\%}3A+Advances+in+Distributed+Computing+and+Artificial+Intelligence+Journal{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/10.14201{\%}2FADCAIJ201873514","","","","","","Ediciones Universidad de Salamanca","","","","","","Copyright - Copyright {\textcopyright} 2018. This work is licensed under http://creativecommons.org/licenses/by-nc-nd/3.0/es/ (the “License”). Notwithstanding the ProQuest Terms and conditions, you may use this content in accordance with the terms of the License. Last updated - 2020-10-30","The mankind faces a new overview to legally handle with the hyper-connected society, in which personal data and privacy are closely related. This globalization affected directly the criminality, both in its extension and in its structure and occurrence, entailing the occurrence of new criminal conduct, such as the ransomware. The problem is that, the few existent legislations do not successfully encompass the kidnap of personal data for ransom. In this regard, this paper proposes an analysis on the vulnerability of personal data in the New Information Technologies and the Communication, the scope is to analyze the conduct and propose new solutions, aiming to bring more legal certainty to this issue. This new criminological reality deserves reflection, therefore, the present paper will adopt the comparative-deductive method to examine what the existent doctrine and jurisprudence state, in order to assess the necessity (or not) of the creation of a specific criminal legislation for privacy and personal data security of the Internet's user. The main result found is the necessity of the creation of an autonomous field of Criminal Cyber Law to handle with the offensive conducts against information and the legislative evolution demanded to offer specific solutions to RANSOMWARE, which is a new conduct, extremely different from the extortion and kidnapping that society is used to, typical in this new reality where the Information Society lives.","","Computer security,Computers--Artificial Intelligence,Crime,Cyberspace,Globalization,Kidnapping,Kidnapping For Ransom,Legislation,Malware,Personal Data Protection,Privacy,Ransomware","",""
7,"","Fienberg2011","Fienberg, Stephen E.","O privacy, Where art thou?","Chance",24,2,"jun","7--9",2011,"Abingdon","","https://search.proquest.com/scholarly-journals/o-privacy-where-art-thou/docview/900914212/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}si","","","","","","Taylor {\&} Francis Ltd.","","","","","","Copyright - American Statistical Association 2011 Last updated - 2020-11-18 SubjectsTermNotLitGenreText - United States--US","The World Wide Web and social media have dramatically changed the way we communicate and the way we share personal information with others. And data linger in some of the most surprising places.   People think nothing of posting photos and information about personal activities, their friends, and even their sexual preferences on Facebook. But once such data are online, they may be shared in unanticipated ways. While Facebook offers options to share content with Everyone, Friends of Friends, or Friends only, you simply have lost control once the information is in other peoples hands; once available online, data are rarely retrievable. And the links to others can reveal information about you, either directly or indirectly.","","8331:Internet services industry,9190:United States,Data mining,Internet,Privacy,Social networks,Statistics,United States--US","",""
7,"","Flaherty2014","Flaherty, Jamie Lynn","Digital Diagnosis: Privacy and the Regulation of Mobile Phone Health Applications","American Journal of Law and Medicine",40,4,"","416--441",2014,"Boston","","https://search.proquest.com/scholarly-journals/digital-diagnosis-privacy-regulation-mobile-phone/docview/1664553650/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:journal{\&}genre=article{\&}sid=ProQ:ProQ{\%}3Acriminaljusticeperiodicals{\&}atitle=Mind+the+gap{\%}3A+The+relationship+between+liminality{\%}2C+learning+and+leaving+in+pre-registration+nurse+education{\&}title=Nurse+Education+in+Practice{\&}issn=14715953{\&}date=2021-01-01{\&}volume=50{\&}issue={\&}spage={\&}au={\&}isbn={\&}jtitle=Nurse+Education+in+Practice{\&}btitle={\&}rft{\_}id=info:eric/{\&}rft{\_}id=info:doi/10.1016{\%}2Fj.nepr.2020.102952","","","","","","SAGE PUBLICATIONS, INC.","","","","","","Name - Food {\&} Drug Administration--FDA Copyright - Copyright American Society of Law and Medicine, Incorporated 2014 Document feature - References Last updated - 2017-11-22 CODEN - AJLMDN SubjectsTermNotLitGenreText - United States--US","254 Thus the main challenge when it comes to regulating mobile health apps is that the technology behind smartphones and apps typically moves extremely quickly. 255 For example, reports suggest that by 2015, 500 million people will have downloaded health apps onto their smartphones.256 By limiting regulation, society can take more advantage of these beneficial apps; however, the increasing number of smartphone users ought to be aware of what is done with their personal information.  [...]there ought to be clear consumer privacy regulations for telecommunication companies and app developers, at a minimum requiring complete consent and privacy policies.","","Federal regulation,Health Insurance Portability {\&} Accountability Act 1996-US,Medical Sciences,Privacy,Right of privacy,Smartphones,United States--US","",""
7,"","Fort2016","Fort, Timothy L.; Raymond, Anjanette H.; Shackelford, Scott J.","The Angel on Your Shoulder: Prompting Employees to Do the Right Thing Through the Use of Wearables","Northwestern Journal of Technology and Intellectual Property",14,2,"","139--170",2016,"Chicago","","https://search.proquest.com/scholarly-journals/angel-on-your-shoulder-prompting-employees-do/docview/1787818039/se-2?accountid=14511 https://ucl-new-primo.hosted.exlibrisgroup.com/openurl/UCL/UCL{\_}VU2?url{\_}ver=Z39.88-2004{\&}rft{\_}val{\_}fmt=info:ofi/fmt:kev:mtx:jo","","","","","","Northwestern University (on behalf of School of Law)","","","","","","Copyright - Copyright Northwestern University (on behalf of School of Law) 2016 Document feature - References Last updated - 2020-11-18","The wearable revolution is upon us. Bulky chest straps and large wristbands are going the way of flip cellphones and floppy disks. In the near future, for example, it may be commonplace for athletes to wear Biostamps or smart T-shirts with embedded sensors during practices, games, and even sleep. And while athletic competitors may have been one of the first movers in the area, health care, the military, and the industrial sector have all begun to use wearables to harness vast treasure troves of information destined to provide highly individualized feedback. The possibilities are almost endless when such personal information is combined with big data analytics in the name of improving large-scale efficiency. Interestingly, employers were one of the first movers in the wearable revolution. Yet, other than basic tracking of people and goods, there is still a tremendous potential for expansion. What if wearables could be harnessed to assist employees in avoiding conflict of interests? What if wearables could assist employees in identifying ethical dilemmas and could then prompt them to consider alternative courses of action? What if the wearable evolution became an ethical revolution? But the drawbacks of using wearables in such a manner must also be critically analyzed. This Article takes this step by exploring the use of wearables as personal information gathering devices that feed into larger data sets. It then considers some of the legal and policy implications of the use and aggregation of data in such a manner and ultimately makes suggestions for bottom-up baseline regulation. Ultimately, we argue for the desirability of leveraging this emerging technology, subject to privacy and security safeguards, to help drive an ethical revolution in business cultures.","","2410:Social responsibility,5250:Telecommunications systems {\&} Internet communi,9130:Experiment/theoretical treatment,Employees,Ethics,Internet crime,Privacy,Studies,Technology: Comprehensive Works,Wearable computers","",""
6,"9781450377317","Gaber2020","Gaber, Tarek; Ahmed, Ali; Mostafa, Amira","PrivDRM: A Privacy-Preserving Secure Digital Right Management System","",,,"","481--486",2020,"New York, NY, USA","","https://doi.org/10.1145/3383219.3383289","Proceedings of the Evaluation and Assessment in Software Engineering","","","EASE '20","","Association for Computing Machinery","","","","","","","Digital Right Management (DRM) is a technology developed to prevent illegal reproduction and distribution of digital contents. It protects the rights of content owners by allowing only authorised consumers to legitimately access associated digital content. DRM systems typically use a consumer's identity for authentication. In addition, some DRM systems collect consumer's preferences to obtain a content license. Thus, the behaviour of DRM systems disadvantages the digital content consumers (i.e. neglecting consumers' privacy) focusing more on securing the digital content (i.e. biased towards content owners). This paper proposes the Privacy-Preserving Digital Rights Management System (PrivDRM) that allows a consumer to acquire digital content with its license without disclosing complete personal information and without using any third parties. To evaluate the performance of the proposed solution, a prototype of the PrivDRM system has been developed and investigated. The security analysis (attacks and threats) are analysed and showed that PrivDRM supports countermeasures for well-known attacks and achieving the privacy requirements. In addition, a comparison with some well-known proposals shows that PrivDRM outperforms those proposals in terms of processing overhead.","","Consumer's rights, Content Owner, Digital Content, Privacy-preserving, Security,Digital Rights Management","",""
